name,merchant_abn,Description,Earnings_Class,BNPL_Fee
Velit Pellentesque Ultricies Foundation,18883136194,lawn garden supply outlet including nursery,a,6.93
Nunc Risus Corporation,18904790666,florist supply nursery stock flower,c,1.71
Massa LLP,18905299698,art dealer gallery,b,3.93
Eu PC,18923178136,stationery office supply printing writing paper,d,0.91
At Velit Pellentesque Ltd,18924241226,computer programming data processing integrated system design service,d,0.6
Semper Et Consulting,18935690984,lawn garden supply outlet including nursery,b,4.97
Metus In LLP,18949610555,shoe shop,a,6.47
Tincidunt Adipiscing Corp.,19054547079,gift card novelty souvenir shop,a,6.65
Dictum Industries,19111577631,optician optical good eyeglass,a,6.54
Ante Dictum Mi Inc.,19119901659,stationery office supply printing writing paper,c,2.4
Metus Corp.,19127906616,book periodical newspaper,a,6.31
Libero At LLC,19197006880,watch clock jewelry repair shop,a,6.26
A Scelerisque Associates,19237425345,cable satellite pay television radio service,c,2.04
Nunc Pulvinar Industries,19249968599,computer programming data processing integrated system design service,d,1.31
Dignissim Lacus Corp.,19257772092,digital good book movie music,c,3.04
Magna Sed Associates,19340071232,jewelry watch clock silverware shop,b,3.6
Massa Vestibulum Incorporated,19378069235,furniture home furnishing equipment shop manufacturer except appliance,b,3.57
Vestibulum Accumsan Incorporated,19401969640,art dealer gallery,b,3.9
Eget Metus Eu Institute,19455998870,shoe shop,e,0.42
Purus Industries,19458945909,telecom,a,6.48
Euismod Urna Corp.,19465180165,shoe shop,a,6.73
Ut Dolor Corporation,19468125152,bicycle shop sale service,a,6.35
Commodo Ipsum Industries,19492220327,jewelry watch clock silverware shop,b,4.93
Faucibus Orci Incorporated,19573722372,cable satellite pay television radio service,a,6.88
Nulla Integer Vulputate Institute,19575005485,optician optical good eyeglass,b,3.76
Amet Consectetuer Adipiscing Associates,19585107705,bicycle shop sale service,c,1.81
Morbi Accumsan Industries,19618998054,tent awning shop,c,1.52
Molestie Sodales Mauris Industries,19633197919,telecom,c,2.45
Nulla Semper LLP,19687751331,gift card novelty souvenir shop,a,5.83
Etiam Imperdiet Corporation,19734745008,shoe shop,c,2.17
Orci Phasellus Dapibus PC,19757865821,health beauty spa,a,5.76
Risus Duis Inc.,19770897283,book periodical newspaper,c,2.81
Senectus Et PC,19811355860,bicycle shop sale service,b,3.77
Ac Feugiat LLP,19836429553,book periodical newspaper,b,4.4
Pellentesque Habitant LLC,19839532017,cable satellite pay television radio service,b,4.94
Elementum Sem LLP,19841142617,antique shop sale repair restoration service,b,4.2
Natoque Penatibus Et LLC,19844927419,shoe shop,a,6.42
Sed Nulla Ante Consulting,19848020292,health beauty spa,a,6.34
Aenean Massa Industries,19854089605,gift card novelty souvenir shop,b,3.15
Nunc Sit Incorporated,19892730735,health beauty spa,a,6.48
Arcu Vel Associates,19894828184,stationery office supply printing writing paper,a,5.97
Vestibulum Massa Rutrum Associates,19925160030,music shop musical instrument piano sheet music,c,2.31
Dui Nec Corporation,19933438190,tent awning shop,c,2.22
Enim Gravida Ltd,19946380099,shoe shop,a,5.63
Hendrerit Donec Company,19986358096,book periodical newspaper,c,1.93
Nascetur Ridiculus Industries,19988273819,optician optical good eyeglass,b,3.95
Risus Nulla Institute,19995295153,bicycle shop sale service,e,0.22
Pellentesque Sed Dictum Foundation,20017721725,telecom,b,4.84
In Industries,20036872831,digital good book movie music,c,2.75
Dictum Sapien Associates,20073297612,artist supply craft shop,b,4.0
Adipiscing Lacus Ut Corp.,20131680113,furniture home furnishing equipment shop manufacturer except appliance,b,3.26
Dui Fusce Incorporated,20213430114,furniture home furnishing equipment shop manufacturer except appliance,a,5.82
Sed Eget Industries,20233857661,jewelry watch clock silverware shop,b,3.2
Eu Metus In LLP,20240471832,optician optical good eyeglass,a,5.94
Mi Eleifend Egestas Corp.,20269486864,motor vehicle supply new part,c,2.55
Nisi Nibh Associates,20284137308,motor vehicle supply new part,a,6.87
Vivamus Rhoncus Ltd,20325086904,antique shop sale repair restoration service,a,5.93
Facilisis Lorem Foundation,20334248803,bicycle shop sale service,c,1.89
Nunc Interdum Feugiat Limited,20349182689,music shop musical instrument piano sheet music,a,6.3
A Feugiat Inc.,20352820919,art dealer gallery,c,2.51
Sed Congue Limited,20364924160,computer computer peripheral equipment software,a,5.73
Nibh Phasellus Nulla Industries,20415536115,lawn garden supply outlet including nursery,a,5.84
Ut Nisi Limited,20422223827,hobby toy game shop,d,0.89
Diam Lorem Industries,20435488659,bicycle shop sale service,a,6.58
Semper Dui Foundation,20443361465,lawn garden supply outlet including nursery,a,6.68
Amet Industries,20445424481,digital good book movie music,a,6.29
Nullam Nisl Maecenas PC,20450624188,watch clock jewelry repair shop,b,3.59
Arcu Vestibulum Ante LLC,20497101151,telecom,b,4.04
Curabitur Sed LLC,20510478676,antique shop sale repair restoration service,b,3.35
Blandit Mattis Company,20520680348,florist supply nursery stock flower,a,6.77
Erat Volutpat Nulla PC,20527255332,digital good book movie music,a,6.99
Malesuada Malesuada Corporation,20544804614,florist supply nursery stock flower,b,4.97
Sed Inc.,20549656225,telecom,b,4.65
Euismod Est Corp.,20569508100,bicycle shop sale service,a,6.05
Litora Torquent Per LLP,20594162542,computer computer peripheral equipment software,c,3.06
Nunc Nulla Vulputate LLC,20606594082,antique shop sale repair restoration service,c,2.56
Eu Limited,20642885273,florist supply nursery stock flower,a,6.71
Aliquet Molestie Limited,20692490685,stationery office supply printing writing paper,d,1.19
Convallis Dolor Quisque Associates,20717777781,artist supply craft shop,a,6.51
Lacus Vestibulum Lorem Institute,20717993088,motor vehicle supply new part,a,6.69
Enim Consequat Inc.,20734004951,cable satellite pay television radio service,a,6.57
Ultrices Posuere Cubilia Incorporated,20740910820,florist supply nursery stock flower,c,2.54
Laoreet Lectus Limited,20774839004,bicycle shop sale service,b,4.09
Eu Tellus Phasellus PC,20781273791,art dealer gallery,b,3.37
Tincidunt Nunc Ac Ltd,20797699905,optician optical good eyeglass,b,4.1
Ante Nunc Corporation,20803442676,art dealer gallery,b,3.79
Tincidunt Pede Institute,20833247272,stationery office supply printing writing paper,b,3.67
Gravida Sit Amet Corporation,20836895545,telecom,b,4.97
Tempor LLP,20847737557,computer computer peripheral equipment software,a,6.5
Semper Dui LLP,20877828351,health beauty spa,b,4.98
Faucibus Orci Industries,20884516643,motor vehicle supply new part,c,2.24
Pharetra Ut Industries,20885454195,cable satellite pay television radio service,b,4.94
Semper Cursus Institute,20939962818,optician optical good eyeglass,c,2.59
Semper Tellus PC,20985347699,tent awning shop,a,6.1
Non Luctus Sit Foundation,21003199892,book periodical newspaper,c,3.07
Libero Inc.,21024150335,cable satellite pay television radio service,c,2.94
Lorem Foundation,21025433654,digital good book movie music,a,6.55
Nibh Phasellus Nulla Foundation,21046714053,computer programming data processing integrated system design service,a,5.88
Egestas A Consulting,21073645356,jewelry watch clock silverware shop,a,5.75
Venenatis Corp.,21094505909,furniture home furnishing equipment shop manufacturer except appliance,a,6.38
Enim Mi Limited,21156812402,optician optical good eyeglass,a,6.73
Mauris Ipsum Porta LLC,21158149109,jewelry watch clock silverware shop,d,1.02
Sit Amet Associates,21162389643,hobby toy game shop,a,6.3
Urna Ut Tincidunt Ltd,21166508693,florist supply nursery stock flower,a,6.92
Ornare Industries,21166782413,telecom,b,3.57
Quis Diam Pellentesque Limited,21204719156,hobby toy game shop,b,4.18
Nullam Ut Foundation,21205587568,equipment tool furniture appliance rent al leasing,b,3.57
Quis Massa Mauris Corporation,21232022824,equipment tool furniture appliance rent al leasing,c,3.03
Lacus Quisque Industries,21263722044,jewelry watch clock silverware shop,b,4.57
Ultrices A LLP,21291463935,tent awning shop,a,5.81
At Risus Associates,21319642626,antique shop sale repair restoration service,b,3.29
Nullam Suscipit Est PC,21350600012,jewelry watch clock silverware shop,b,4.72
Sit Amet PC,21359184622,motor vehicle supply new part,b,3.6
Magnis Dis Parturient PC,21384345425,motor vehicle supply new part,c,2.52
Consectetuer Adipiscing Corp.,21437482304,computer programming data processing integrated system design service,a,5.71
Mauris Non Institute,21439773999,cable satellite pay television radio service,a,6.1
Donec Corp.,21474173492,book periodical newspaper,b,4.15
Cras Vulputate LLP,21498909695,computer programming data processing integrated system design service,a,6.72
Eleifend Nec Incorporated,21532935983,cable satellite pay television radio service,a,5.58
Eu Consulting,21548346742,health beauty spa,b,4.82
Senectus Et Netus Corporation,21552853184,computer programming data processing integrated system design service,b,3.64
Dictum Eu LLP,21587176464,motor vehicle supply new part,b,3.37
Et Netus Et Corp.,21614701484,book periodical newspaper,c,2.71
Nulla Facilisi Sed LLP,21615741041,watch clock jewelry repair shop,a,6.78
Dapibus Rutrum Incorporated,21616154893,bicycle shop sale service,b,4.56
Aliquet Phasellus Limited,21635402842,watch clock jewelry repair shop,a,5.51
Ipsum Ltd,21645141747,motor vehicle supply new part,a,6.58
Ante Vivamus Company,21667845371,bicycle shop sale service,c,1.43
Cras Institute,21667858163,health beauty spa,a,5.6
At Auctor Ullamcorper Incorporated,21702179125,gift card novelty souvenir shop,c,2.65
Phasellus Corporation,21755625204,art dealer gallery,b,3.47
Purus Gravida Sagittis Ltd,21772962346,florist supply nursery stock flower,a,6.63
Odio A Ltd,21782713770,tent awning shop,b,3.31
Eu Corporation,21783961149,music shop musical instrument piano sheet music,b,3.63
In Tincidunt Congue PC,21793603759,cable satellite pay television radio service,c,1.83
Nullam Ut Inc.,21804816746,equipment tool furniture appliance rent al leasing,b,4.13
Praesent Eu LLP,21807339153,digital good book movie music,c,2.73
In Tincidunt Congue LLP,21817899740,digital good book movie music,c,2.55
Et Tristique Consulting,21820852598,computer computer peripheral equipment software,b,4.62
Varius Ultrices LLP,21881994118,stationery office supply printing writing paper,a,5.93
Nunc Interdum LLP,21887123887,watch clock jewelry repair shop,c,1.97
Vehicula Risus Nulla Ltd,21901704733,shoe shop,b,4.23
Arcu Vivamus LLC,21911286661,hobby toy game shop,a,6.12
Ut Dolor Consulting,21986309398,antique shop sale repair restoration service,b,4.94
Ipsum Suspendisse Corporation,22019281430,art dealer gallery,b,4.42
Molestie Sodales Foundation,22019664345,motor vehicle supply new part,a,6.63
Mauris Magna Industries,22027671078,computer programming data processing integrated system design service,b,3.48
Suspendisse Non Leo PC,22033359776,motor vehicle supply new part,b,3.1
Montes Nascetur Ridiculus Limited,22059270846,optician optical good eyeglass,a,6.59
Parturient Montes LLC,22084888224,computer computer peripheral equipment software,a,6.86
Aliquam Auctor Institute,22090875218,shoe shop,c,2.59
Augue Ut LLP,22147354496,digital good book movie music,a,6.38
Suscipit Nonummy Fusce PC,22155114860,computer computer peripheral equipment software,b,4.46
Sed Neque Limited,22168725907,florist supply nursery stock flower,b,3.82
Mus Inc.,22184299297,lawn garden supply outlet including nursery,b,4.3
Nec Company,22191978114,artist supply craft shop,c,2.38
Suspendisse Aliquet LLC,22206721435,digital good book movie music,b,4.65
Malesuada Integer Id Foundation,22227727512,motor vehicle supply new part,b,5.03
Taciti PC,22248828825,art dealer gallery,b,5.06
Viverra Maecenas Iaculis Ltd,22267067774,furniture home furnishing equipment shop manufacturer except appliance,a,5.62
Ipsum Suspendisse LLP,22288600259,artist supply craft shop,a,6.77
Hymenaeos Ltd,22298599094,health beauty spa,b,3.59
Elementum Sem Limited,22335198868,shoe shop,c,2.94
Ut Corp.,22395185606,furniture home furnishing equipment shop manufacturer except appliance,a,5.67
In Lorem Corporation,22407003576,antique shop sale repair restoration service,b,3.49
Quam Dignissim Pharetra Consulting,22469567189,computer computer peripheral equipment software,a,6.99
Adipiscing Elit Incorporated,22470136913,bicycle shop sale service,b,4.44
Consectetuer Inc.,22474703869,florist supply nursery stock flower,c,1.57
Non Arcu Vivamus Foundation,22487474791,book periodical newspaper,c,2.4
Iaculis Quis LLC,22503967537,antique shop sale repair restoration service,d,1.21
Semper Et Incorporated,22526511302,computer programming data processing integrated system design service,a,6.14
Cum Sociis Corp.,22528859307,watch clock jewelry repair shop,a,6.4
Tincidunt Congue Associates,22549192713,hobby toy game shop,a,6.37
Dui Augue LLP,22552769838,florist supply nursery stock flower,a,6.08
Enim Non LLP,22575615382,optician optical good eyeglass,b,4.57
A Aliquet Ltd,22578135006,furniture home furnishing equipment shop manufacturer except appliance,b,3.87
Laoreet Ipsum Industries,22606727520,book periodical newspaper,b,4.59
Vivamus Limited,22614311069,equipment tool furniture appliance rent al leasing,a,6.34
Et Ipsum Cursus LLC,22615718811,florist supply nursery stock flower,a,6.63
Auctor Non Incorporated,22629400849,computer computer peripheral equipment software,b,3.55
At Risus Nunc Foundation,22644977942,tent awning shop,a,6.96
Libero Corporation,22658353530,artist supply craft shop,c,1.73
Tellus Id Industries,22678591293,bicycle shop sale service,e,0.37
Dignissim Lacus Incorporated,22705725824,book periodical newspaper,b,4.2
Ultricies Ornare Associates,22718657980,lawn garden supply outlet including nursery,a,5.91
Vulputate Nisi Limited,22792191490,artist supply craft shop,c,2.93
Etiam Gravida Molestie LLP,22795471441,bicycle shop sale service,b,4.78
Viverra Inc.,22811128657,computer programming data processing integrated system design service,c,2.7
Feugiat Tellus Lorem Ltd,22812667768,digital good book movie music,c,2.38
Eu Nulla Inc.,22840936261,digital good book movie music,a,6.42
Semper Pretium Limited,22853038342,antique shop sale repair restoration service,a,5.56
Quam Vel PC,22883189698,art dealer gallery,b,3.21
In Consequat LLC,22900076341,computer programming data processing integrated system design service,c,2.47
Ipsum Non Industries,22926973508,telecom,b,3.32
Est Mauris Rhoncus Corporation,22953464223,cable satellite pay television radio service,b,4.46
Vestibulum Ante Corporation,22961647681,optician optical good eyeglass,c,1.96
